-999-01-01, 00:00:00 UTC = -225-03-25, 17:00:08 ÄÜC
2078-01-01, 00:00:00 UTC = 2572-01-11, 35:46:23 ÄÜC
2079-01-01, 00:00:00 UTC = 2573-00-29, 13:30:16 ÄÜC
2080-01-01, 00:00:00 UTC = 2573-06-46, 40:14:08 ÄÜC
2081-01-01, 00:00:00 UTC = 2574-06-16, 10:38:18 ÄÜC
2082-01-01, 00:00:00 UTC = 2575-05-33, 37:22:11 ÄÜC
2083-01-01, 00:00:00 UTC = 2576-05-02, 15:06:03 ÄÜC
2084-01-01, 00:00:00 UTC = 2577-04-19, 41:38:45 ÄÜC
2085-01-01, 00:00:00 UTC = 2578-03-38, 12:14:06 ÄÜC
2086-01-01, 00:00:00 UTC = 2579-03-06, 38:46:48 ÄÜC
2087-01-01, 00:00:00 UTC = 2580-02-24, 16:30:40 ÄÜC
2088-01-01, 00:00:00 UTC = 2581-01-41, 43:14:32 ÄÜC
2089-01-01, 00:00:00 UTC = 2582-01-11, 13:38:43 ÄÜC
2090-01-01, 00:00:00 UTC = 2583-00-28, 40:22:35 ÄÜC
2091-01-01, 00:00:00 UTC = 2583-06-46, 18:06:28 ÄÜC
2092-01-01, 00:00:00 UTC = 2584-06-14, 44:39:20 ÄÜC
2093-01-01, 00:00:00 UTC = 2585-05-33, 15:14:30 ÄÜC
2094-01-01, 00:00:00 UTC = 2586-05-01, 41:47:23 ÄÜC
2095-01-01, 00:00:00 UTC = 2587-04-19, 19:31:15 ÄÜC
2096-01-01, 00:00:00 UTC = 2588-03-36, 46:15:08 ÄÜC
2097-01-01, 00:00:00 UTC = 2589-03-06, 16:39:18 ÄÜC
2098-01-01, 00:00:00 UTC = 2590-02-23, 43:23:11 ÄÜC
2099-01-01, 00:00:00 UTC = 2591-01-41, 21:07:03 ÄÜC
2100-01-01, 00:00:00 UTC = 2592-01-09, 47:39:44 ÄÜC
2101-01-01, 00:00:00 UTC = 2593-00-27, 25:23:37 ÄÜC
2102-01-01, 00:00:00 UTC = 2593-06-45, 03:07:29 ÄÜC
2103-01-01, 00:00:00 UTC = 2594-06-13, 29:40:22 ÄÜC
2104-01-01, 00:00:00 UTC = 2595-05-31, 07:24:14 ÄÜC
2105-01-01, 00:00:00 UTC = 2596-05-00, 26:48:25 ÄÜC
2106-01-01, 00:00:00 UTC = 2597-04-18, 04:32:17 ÄÜC
2107-01-01, 00:00:00 UTC = 2598-03-35, 31:16:10 ÄÜC
2108-01-01, 00:00:00 UTC = 2599-03-04, 09:00:02 ÄÜC
2109-01-01, 00:00:00 UTC = 2600-02-22, 28:24:12 ÄÜC
2110-01-01, 00:00:00 UTC = 2601-01-40, 06:08:05 ÄÜC
2111-01-01, 00:00:00 UTC = 2602-01-08, 32:40:46 ÄÜC
2112-01-01, 00:00:00 UTC = 2603-00-26, 10:24:39 ÄÜC
2113-01-01, 00:00:00 UTC = 2603-06-44, 30:00:00 ÄÜC
2114-01-01, 00:00:00 UTC = 2604-06-13, 07:32:41 ÄÜC
2115-01-01, 00:00:00 UTC = 2605-05-30, 34:16:34 ÄÜC
2116-01-01, 00:00:00 UTC = 2606-04-48, 12:00:26 ÄÜC
2117-01-01, 00:00:00 UTC = 2607-04-17, 31:24:37 ÄÜC
2118-01-01, 00:00:00 UTC = 2608-03-35, 09:08:29 ÄÜC
2119-01-01, 00:00:00 UTC = 2609-03-03, 35:41:22 ÄÜC
2120-01-01, 00:00:00 UTC = 2610-02-21, 13:25:14 ÄÜC
2121-01-01, 00:00:00 UTC = 2611-01-39, 33:00:24 ÄÜC
2122-01-01, 00:00:00 UTC = 2612-01-08, 10:33:17 ÄÜC
2123-01-01, 00:00:00 UTC = 2613-00-25, 37:17:09 ÄÜC
2124-01-01, 00:00:00 UTC = 2613-06-43, 15:01:02 ÄÜC
2125-01-01, 00:00:00 UTC = 2614-06-12, 34:25:12 ÄÜC
2126-01-01, 00:00:00 UTC = 2615-05-30, 12:09:04 ÄÜC
2127-01-01, 00:00:00 UTC = 2616-04-47, 38:41:46 ÄÜC
2128-01-01, 00:00:00 UTC = 2617-04-16, 16:25:38 ÄÜC
2129-01-01, 00:00:00 UTC = 2618-03-34, 36:01:00 ÄÜC
2130-01-01, 00:00:00 UTC = 2619-03-03, 13:33:41 ÄÜC
2131-01-01, 00:00:00 UTC = 2620-02-20, 40:17:34 ÄÜC
2132-01-01, 00:00:00 UTC = 2621-01-38, 18:01:26 ÄÜC
2133-01-01, 00:00:00 UTC = 2622-01-07, 37:25:36 ÄÜC
2134-01-01, 00:00:00 UTC = 2623-00-25, 15:09:29 ÄÜC
2135-01-01, 00:00:00 UTC = 2623-06-42, 41:42:21 ÄÜC
2136-01-01, 00:00:00 UTC = 2624-06-11, 19:26:14 ÄÜC
2137-01-01, 00:00:00 UTC = 2625-05-29, 39:01:24 ÄÜC
2138-01-01, 00:00:00 UTC = 2626-04-47, 16:34:16 ÄÜC
2139-01-01, 00:00:00 UTC = 2627-04-15, 43:18:09 ÄÜC
2140-01-01, 00:00:00 UTC = 2628-03-33, 21:02:01 ÄÜC
2141-01-01, 00:00:00 UTC = 2629-03-02, 40:26:12 ÄÜC
2142-01-01, 00:00:00 UTC = 2630-02-20, 18:10:04 ÄÜC
2143-01-01, 00:00:00 UTC = 2631-01-37, 44:42:46 ÄÜC
2144-01-01, 00:00:00 UTC = 2632-01-06, 22:26:38 ÄÜC
2145-01-01, 00:00:00 UTC = 2633-00-24, 42:01:48 ÄÜC
2146-01-01, 00:00:00 UTC = 2633-06-42, 19:34:41 ÄÜC
2147-01-01, 00:00:00 UTC = 2634-06-10, 46:18:33 ÄÜC
2148-01-01, 00:00:00 UTC = 2635-05-28, 24:02:26 ÄÜC
2149-01-01, 00:00:00 UTC = 2636-04-46, 43:26:36 ÄÜC
2150-01-01, 00:00:00 UTC = 2637-04-15, 21:10:28 ÄÜC
2151-01-01, 00:00:00 UTC = 2638-03-32, 47:43:21 ÄÜC
2152-01-01, 00:00:00 UTC = 2639-03-01, 25:27:13 ÄÜC
2153-01-01, 00:00:00 UTC = 2640-02-19, 45:02:24 ÄÜC
2154-01-01, 00:00:00 UTC = 2641-01-37, 22:35:16 ÄÜC
2155-01-01, 00:00:00 UTC = 2642-01-06, 00:19:09 ÄÜC
2156-01-01, 00:00:00 UTC = 2643-00-23, 27:03:01 ÄÜC
2157-01-01, 00:00:00 UTC = 2643-06-41, 46:27:11 ÄÜC
2158-01-01, 00:00:00 UTC = 2644-06-10, 24:11:04 ÄÜC
2159-01-01, 00:00:00 UTC = 2645-05-28, 01:43:45 ÄÜC
2160-01-01, 00:00:00 UTC = 2646-04-45, 28:27:38 ÄÜC
2161-01-01, 00:00:00 UTC = 2647-04-14, 48:02:48 ÄÜC
2162-01-01, 00:00:00 UTC = 2648-03-32, 25:35:40 ÄÜC
2163-01-01, 00:00:00 UTC = 2649-03-01, 03:19:33 ÄÜC
2164-01-01, 00:00:00 UTC = 2650-02-18, 30:03:25 ÄÜC
2165-01-01, 00:00:00 UTC = 2651-01-37, 00:27:36 ÄÜC
2166-01-01, 00:00:00 UTC = 2652-01-05, 27:11:28 ÄÜC
2167-01-01, 00:00:00 UTC = 2653-00-23, 04:44:21 ÄÜC
2168-01-01, 00:00:00 UTC = 2653-06-40, 31:28:13 ÄÜC
2169-01-01, 00:00:00 UTC = 2654-06-10, 02:03:23 ÄÜC
2170-01-01, 00:00:00 UTC = 2655-05-27, 28:36:16 ÄÜC
2171-01-01, 00:00:00 UTC = 2656-04-45, 06:20:08 ÄÜC
2172-01-01, 00:00:00 UTC = 2657-04-13, 33:04:01 ÄÜC
2173-01-01, 00:00:00 UTC = 2658-03-32, 03:28:11 ÄÜC
2174-01-01, 00:00:00 UTC = 2659-03-00, 30:12:03 ÄÜC
2175-01-01, 00:00:00 UTC = 2660-02-18, 07:44:45 ÄÜC
2176-01-01, 00:00:00 UTC = 2661-01-35, 34:28:37 ÄÜC
2177-01-01, 00:00:00 UTC = 2662-01-05, 05:03:48 ÄÜC
2178-01-01, 00:00:00 UTC = 2663-00-22, 31:36:40 ÄÜC
2179-01-01, 00:00:00 UTC = 2663-06-40, 09:20:33 ÄÜC
2180-01-01, 00:00:00 UTC = 2664-06-08, 36:04:25 ÄÜC
2181-01-01, 00:00:00 UTC = 2665-05-27, 06:28:35 ÄÜC
2182-01-01, 00:00:00 UTC = 2666-04-44, 33:12:28 ÄÜC
2183-01-01, 00:00:00 UTC = 2667-04-13, 10:45:20 ÄÜC
2184-01-01, 00:00:00 UTC = 2668-03-30, 37:29:13 ÄÜC
2185-01-01, 00:00:00 UTC = 2669-03-00, 08:04:23 ÄÜC
2186-01-01, 00:00:00 UTC = 2670-02-17, 34:37:15 ÄÜC
2187-01-01, 00:00:00 UTC = 2671-01-35, 12:21:08 ÄÜC
2188-01-01, 00:00:00 UTC = 2672-01-03, 39:05:00 ÄÜC
2189-01-01, 00:00:00 UTC = 2673-00-22, 09:29:11 ÄÜC
2190-01-01, 00:00:00 UTC = 2673-06-39, 36:13:03 ÄÜC
2191-01-01, 00:00:00 UTC = 2674-06-08, 13:45:45 ÄÜC
2192-01-01, 00:00:00 UTC = 2675-05-25, 40:29:37 ÄÜC
2193-01-01, 00:00:00 UTC = 2676-04-44, 11:04:47 ÄÜC
2194-01-01, 00:00:00 UTC = 2677-04-12, 37:37:40 ÄÜC
2195-01-01, 00:00:00 UTC = 2678-03-30, 15:21:32 ÄÜC
2196-01-01, 00:00:00 UTC = 2679-02-47, 42:05:25 ÄÜC
2197-01-01, 00:00:00 UTC = 2680-02-17, 12:29:35 ÄÜC
2198-01-01, 00:00:00 UTC = 2681-01-34, 39:13:27 ÄÜC
2199-01-01, 00:00:00 UTC = 2682-01-03, 16:46:20 ÄÜC
2200-01-01, 00:00:00 UTC = 2683-00-20, 43:30:12 ÄÜC
2201-01-01, 00:00:00 UTC = 2683-06-38, 21:14:05 ÄÜC
2202-01-01, 00:00:00 UTC = 2684-06-06, 47:46:46 ÄÜC
2203-01-01, 00:00:00 UTC = 2685-05-24, 25:30:39 ÄÜC
2204-01-01, 00:00:00 UTC = 2686-04-42, 03:14:31 ÄÜC
2205-01-01, 00:00:00 UTC = 2687-04-11, 22:38:41 ÄÜC
2206-01-01, 00:00:00 UTC = 2688-03-29, 00:22:34 ÄÜC
2207-01-01, 00:00:00 UTC = 2689-02-46, 27:06:26 ÄÜC
2208-01-01, 00:00:00 UTC = 2690-02-15, 04:39:19 ÄÜC
2209-01-01, 00:00:00 UTC = 2691-01-33, 24:14:29 ÄÜC
2210-01-01, 00:00:00 UTC = 2692-01-02, 01:47:22 ÄÜC
2211-01-01, 00:00:00 UTC = 2693-00-19, 28:31:14 ÄÜC
2212-01-01, 00:00:00 UTC = 2693-06-37, 06:15:07 ÄÜC
2213-01-01, 00:00:00 UTC = 2694-06-06, 25:39:17 ÄÜC
2214-01-01, 00:00:00 UTC = 2695-05-24, 03:23:09 ÄÜC
2215-01-01, 00:00:00 UTC = 2696-04-41, 30:07:02 ÄÜC
2216-01-01, 00:00:00 UTC = 2697-04-10, 07:39:43 ÄÜC
2217-01-01, 00:00:00 UTC = 2698-03-28, 27:15:04 ÄÜC
2218-01-01, 00:00:00 UTC = 2699-02-46, 04:47:46 ÄÜC
2219-01-01, 00:00:00 UTC = 2700-02-14, 31:31:38 ÄÜC
2220-01-01, 00:00:00 UTC = 2701-01-32, 09:15:31 ÄÜC
2221-01-01, 00:00:00 UTC = 2702-01-01, 28:39:41 ÄÜC
2222-01-01, 00:00:00 UTC = 2703-00-19, 06:23:34 ÄÜC
2223-01-01, 00:00:00 UTC = 2703-06-36, 33:07:26 ÄÜC
2224-01-01, 00:00:00 UTC = 2704-06-05, 10:40:19 ÄÜC
2225-01-01, 00:00:00 UTC = 2705-05-23, 30:15:29 ÄÜC
2226-01-01, 00:00:00 UTC = 2706-04-41, 07:48:21 ÄÜC
2227-01-01, 00:00:00 UTC = 2707-04-09, 34:32:14 ÄÜC
2228-01-01, 00:00:00 UTC = 2708-03-27, 12:16:06 ÄÜC
2229-01-01, 00:00:00 UTC = 2709-02-45, 31:40:16 ÄÜC
2230-01-01, 00:00:00 UTC = 2710-02-14, 09:24:09 ÄÜC
2231-01-01, 00:00:00 UTC = 2711-01-31, 36:08:01 ÄÜC
2232-01-01, 00:00:00 UTC = 2712-01-00, 13:40:43 ÄÜC
2233-01-01, 00:00:00 UTC = 2713-00-18, 33:16:04 ÄÜC
2234-01-01, 00:00:00 UTC = 2713-06-36, 10:48:46 ÄÜC
2235-01-01, 00:00:00 UTC = 2714-06-04, 37:32:38 ÄÜC
2236-01-01, 00:00:00 UTC = 2715-05-22, 15:16:31 ÄÜC
2237-01-01, 00:00:00 UTC = 2716-04-40, 34:40:41 ÄÜC
2238-01-01, 00:00:00 UTC = 2717-04-09, 12:24:33 ÄÜC
2239-01-01, 00:00:00 UTC = 2718-03-26, 39:08:26 ÄÜC
2240-01-01, 00:00:00 UTC = 2719-02-44, 16:41:18 ÄÜC
2241-01-01, 00:00:00 UTC = 2720-02-13, 36:16:28 ÄÜC
2242-01-01, 00:00:00 UTC = 2721-01-31, 14:00:21 ÄÜC
2243-01-01, 00:00:00 UTC = 2722-00-48, 40:33:13 ÄÜC
2244-01-01, 00:00:00 UTC = 2723-00-17, 18:17:06 ÄÜC
2245-01-01, 00:00:00 UTC = 2723-06-35, 37:41:16 ÄÜC
2246-01-01, 00:00:00 UTC = 2724-06-04, 15:25:09 ÄÜC
2247-01-01, 00:00:00 UTC = 2725-05-21, 42:09:01 ÄÜC
2248-01-01, 00:00:00 UTC = 2726-04-39, 19:41:43 ÄÜC
2249-01-01, 00:00:00 UTC = 2727-04-08, 39:17:04 ÄÜC
2250-01-01, 00:00:00 UTC = 2728-03-26, 17:00:45 ÄÜC
2251-01-01, 00:00:00 UTC = 2729-02-43, 43:33:38 ÄÜC
2252-01-01, 00:00:00 UTC = 2730-02-12, 21:17:30 ÄÜC
2253-01-01, 00:00:00 UTC = 2731-01-30, 40:41:40 ÄÜC
2254-01-01, 00:00:00 UTC = 2732-00-48, 18:25:33 ÄÜC
2255-01-01, 00:00:00 UTC = 2733-00-16, 45:09:25 ÄÜC
2256-01-01, 00:00:00 UTC = 2733-06-34, 22:42:18 ÄÜC
2257-01-01, 00:00:00 UTC = 2734-06-03, 42:17:28 ÄÜC
2258-01-01, 00:00:00 UTC = 2735-05-21, 20:01:21 ÄÜC
2259-01-01, 00:00:00 UTC = 2736-04-38, 46:34:13 ÄÜC
2260-01-01, 00:00:00 UTC = 2737-04-07, 24:18:06 ÄÜC
2261-01-01, 00:00:00 UTC = 2738-03-25, 43:42:16 ÄÜC
2262-01-01, 00:00:00 UTC = 2739-02-43, 21:26:08 ÄÜC
2263-01-01, 00:00:00 UTC = 2740-02-11, 48:10:01 ÄÜC
2264-01-01, 00:00:00 UTC = 2741-01-29, 25:42:42 ÄÜC
2265-01-01, 00:00:00 UTC = 2742-00-47, 45:18:03 ÄÜC
2266-01-01, 00:00:00 UTC = 2743-00-16, 23:01:45 ÄÜC
2267-01-01, 00:00:00 UTC = 2743-06-34, 00:34:37 ÄÜC
2268-01-01, 00:00:00 UTC = 2744-06-02, 27:18:30 ÄÜC
2269-01-01, 00:00:00 UTC = 2745-05-20, 46:42:40 ÄÜC
2270-01-01, 00:00:00 UTC = 2746-04-38, 24:26:33 ÄÜC
2271-01-01, 00:00:00 UTC = 2747-04-07, 02:10:25 ÄÜC
2272-01-01, 00:00:00 UTC = 2748-03-24, 28:43:18 ÄÜC
2273-01-01, 00:00:00 UTC = 2749-02-42, 48:18:28 ÄÜC
2274-01-01, 00:00:00 UTC = 2750-02-11, 26:02:20 ÄÜC
2275-01-01, 00:00:00 UTC = 2751-01-29, 03:35:13 ÄÜC
2276-01-01, 00:00:00 UTC = 2752-00-46, 30:19:05 ÄÜC
2277-01-01, 00:00:00 UTC = 2753-00-16, 00:43:15 ÄÜC
2278-01-01, 00:00:00 UTC = 2753-06-33, 27:27:08 ÄÜC
2279-01-01, 00:00:00 UTC = 2754-06-02, 05:11:00 ÄÜC
2280-01-01, 00:00:00 UTC = 2755-05-19, 31:43:42 ÄÜC
2281-01-01, 00:00:00 UTC = 2756-04-38, 02:19:03 ÄÜC
2282-01-01, 00:00:00 UTC = 2757-04-06, 29:02:45 ÄÜC
2283-01-01, 00:00:00 UTC = 2758-03-24, 06:35:37 ÄÜC
2284-01-01, 00:00:00 UTC = 2759-02-41, 33:19:30 ÄÜC
2285-01-01, 00:00:00 UTC = 2760-02-11, 03:43:40 ÄÜC
2286-01-01, 00:00:00 UTC = 2761-01-28, 30:27:32 ÄÜC
2287-01-01, 00:00:00 UTC = 2762-00-46, 08:11:25 ÄÜC
2288-01-01, 00:00:00 UTC = 2763-00-14, 34:44:17 ÄÜC
2289-01-01, 00:00:00 UTC = 2763-06-33, 05:19:27 ÄÜC
2290-01-01, 00:00:00 UTC = 2764-06-01, 32:03:20 ÄÜC
2291-01-01, 00:00:00 UTC = 2765-05-19, 09:36:12 ÄÜC
2292-01-01, 00:00:00 UTC = 2766-04-36, 36:20:05 ÄÜC
2293-01-01, 00:00:00 UTC = 2767-04-06, 06:44:15 ÄÜC
2294-01-01, 00:00:00 UTC = 2768-03-23, 33:28:08 ÄÜC
2295-01-01, 00:00:00 UTC = 2769-02-41, 11:12:00 ÄÜC
2296-01-01, 00:00:00 UTC = 2770-02-09, 37:44:42 ÄÜC
2297-01-01, 00:00:00 UTC = 2771-01-28, 08:20:03 ÄÜC
2298-01-01, 00:00:00 UTC = 2772-00-45, 35:03:44 ÄÜC
2299-01-01, 00:00:00 UTC = 2773-00-14, 12:36:37 ÄÜC
2300-01-01, 00:00:00 UTC = 2773-06-31, 39:20:29 ÄÜC
2301-01-01, 00:00:00 UTC = 2774-06-00, 17:04:22 ÄÜC
2302-01-01, 00:00:00 UTC = 2775-05-17, 43:37:14 ÄÜC
2303-01-01, 00:00:00 UTC = 2776-04-35, 21:21:07 ÄÜC
2304-01-01, 00:00:00 UTC = 2777-04-03, 48:04:48 ÄÜC
2305-01-01, 00:00:00 UTC = 2778-03-22, 18:29:09 ÄÜC
2306-01-01, 00:00:00 UTC = 2779-02-39, 45:13:02 ÄÜC
2307-01-01, 00:00:00 UTC = 2780-02-08, 22:45:43 ÄÜC
2308-01-01, 00:00:00 UTC = 2781-01-26, 00:29:36 ÄÜC
2309-01-01, 00:00:00 UTC = 2782-00-44, 20:04:46 ÄÜC
2310-01-01, 00:00:00 UTC = 2783-00-12, 46:37:38 ÄÜC
2311-01-01, 00:00:00 UTC = 2783-06-30, 24:21:31 ÄÜC
2312-01-01, 00:00:00 UTC = 2784-05-48, 02:05:23 ÄÜC
2313-01-01, 00:00:00 UTC = 2785-05-17, 21:29:34 ÄÜC
2314-01-01, 00:00:00 UTC = 2786-04-34, 48:13:26 ÄÜC
2315-01-01, 00:00:00 UTC = 2787-04-03, 25:46:19 ÄÜC
2316-01-01, 00:00:00 UTC = 2788-03-21, 03:30:11 ÄÜC
2317-01-01, 00:00:00 UTC = 2789-02-39, 23:05:21 ÄÜC
2318-01-01, 00:00:00 UTC = 2790-02-08, 00:38:14 ÄÜC
2319-01-01, 00:00:00 UTC = 2791-01-25, 27:22:06 ÄÜC
2320-01-01, 00:00:00 UTC = 2792-00-43, 05:05:48 ÄÜC
2321-01-01, 00:00:00 UTC = 2793-00-12, 24:30:09 ÄÜC
2322-01-01, 00:00:00 UTC = 2793-06-30, 02:14:01 ÄÜC
2323-01-01, 00:00:00 UTC = 2794-05-47, 28:46:43 ÄÜC
2324-01-01, 00:00:00 UTC = 2795-05-16, 06:30:35 ÄÜC
2325-01-01, 00:00:00 UTC = 2796-04-34, 26:05:46 ÄÜC
2326-01-01, 00:00:00 UTC = 2797-04-03, 03:38:38 ÄÜC
2327-01-01, 00:00:00 UTC = 2798-03-20, 30:22:31 ÄÜC
2328-01-01, 00:00:00 UTC = 2799-02-38, 08:06:23 ÄÜC
2329-01-01, 00:00:00 UTC = 2800-02-07, 27:30:33 ÄÜC
2330-01-01, 00:00:00 UTC = 2801-01-25, 05:14:26 ÄÜC
2331-01-01, 00:00:00 UTC = 2802-00-42, 31:47:18 ÄÜC
2332-01-01, 00:00:00 UTC = 2803-00-11, 09:31:11 ÄÜC
2333-01-01, 00:00:00 UTC = 2803-06-29, 29:06:21 ÄÜC
2334-01-01, 00:00:00 UTC = 2804-05-47, 06:39:13 ÄÜC
2335-01-01, 00:00:00 UTC = 2805-05-15, 33:23:06 ÄÜC
2336-01-01, 00:00:00 UTC = 2806-04-33, 11:06:47 ÄÜC
2337-01-01, 00:00:00 UTC = 2807-04-02, 30:31:09 ÄÜC
2338-01-01, 00:00:00 UTC = 2808-03-20, 08:15:01 ÄÜC
2339-01-01, 00:00:00 UTC = 2809-02-37, 34:47:43 ÄÜC
2340-01-01, 00:00:00 UTC = 2810-02-06, 12:31:35 ÄÜC
2341-01-01, 00:00:00 UTC = 2811-01-24, 32:06:45 ÄÜC
2342-01-01, 00:00:00 UTC = 2812-00-42, 09:39:38 ÄÜC
2343-01-01, 00:00:00 UTC = 2813-00-10, 36:23:30 ÄÜC
2344-01-01, 00:00:00 UTC = 2813-06-28, 14:07:23 ÄÜC
2345-01-01, 00:00:00 UTC = 2814-05-46, 33:31:33 ÄÜC
2346-01-01, 00:00:00 UTC = 2815-05-15, 11:15:25 ÄÜC
2347-01-01, 00:00:00 UTC = 2816-04-32, 37:48:18 ÄÜC
2348-01-01, 00:00:00 UTC = 2817-04-01, 15:32:10 ÄÜC
2349-01-01, 00:00:00 UTC = 2818-03-19, 35:07:21 ÄÜC
2350-01-01, 00:00:00 UTC = 2819-02-37, 12:40:13 ÄÜC
2351-01-01, 00:00:00 UTC = 2820-02-05, 39:24:06 ÄÜC
2352-01-01, 00:00:00 UTC = 2821-01-23, 17:07:47 ÄÜC
2353-01-01, 00:00:00 UTC = 2822-00-41, 36:32:08 ÄÜC
2354-01-01, 00:00:00 UTC = 2823-00-10, 14:16:01 ÄÜC
2355-01-01, 00:00:00 UTC = 2823-06-27, 40:48:42 ÄÜC
2356-01-01, 00:00:00 UTC = 2824-05-45, 18:32:35 ÄÜC
2357-01-01, 00:00:00 UTC = 2825-05-14, 38:07:45 ÄÜC
2358-01-01, 00:00:00 UTC = 2826-04-32, 15:40:37 ÄÜC
2359-01-01, 00:00:00 UTC = 2827-04-00, 42:24:30 ÄÜC
2360-01-01, 00:00:00 UTC = 2828-03-18, 20:08:22 ÄÜC
2361-01-01, 00:00:00 UTC = 2829-02-36, 39:32:33 ÄÜC
2362-01-01, 00:00:00 UTC = 2830-02-05, 17:16:25 ÄÜC
2363-01-01, 00:00:00 UTC = 2831-01-22, 44:00:18 ÄÜC
2364-01-01, 00:00:00 UTC = 2832-00-40, 21:33:10 ÄÜC
2365-01-01, 00:00:00 UTC = 2833-00-09, 41:08:20 ÄÜC
2366-01-01, 00:00:00 UTC = 2833-06-27, 18:41:13 ÄÜC
2367-01-01, 00:00:00 UTC = 2834-05-44, 45:25:05 ÄÜC
2368-01-01, 00:00:00 UTC = 2835-05-13, 23:08:47 ÄÜC
2369-01-01, 00:00:00 UTC = 2836-04-31, 42:33:08 ÄÜC
2370-01-01, 00:00:00 UTC = 2837-04-00, 20:17:00 ÄÜC
2371-01-01, 00:00:00 UTC = 2838-03-17, 47:00:42 ÄÜC
2372-01-01, 00:00:00 UTC = 2839-02-35, 24:33:34 ÄÜC
2373-01-01, 00:00:00 UTC = 2840-02-04, 44:08:45 ÄÜC
2374-01-01, 00:00:00 UTC = 2841-01-22, 21:41:37 ÄÜC
2375-01-01, 00:00:00 UTC = 2842-00-39, 48:25:30 ÄÜC
2376-01-01, 00:00:00 UTC = 2843-00-08, 26:09:22 ÄÜC
2377-01-01, 00:00:00 UTC = 2843-06-26, 45:33:32 ÄÜC
2378-01-01, 00:00:00 UTC = 2844-05-44, 23:17:25 ÄÜC
2379-01-01, 00:00:00 UTC = 2845-05-13, 01:01:17 ÄÜC
2380-01-01, 00:00:00 UTC = 2846-04-30, 27:34:10 ÄÜC
2381-01-01, 00:00:00 UTC = 2847-03-48, 47:09:20 ÄÜC
2382-01-01, 00:00:00 UTC = 2848-03-17, 24:42:12 ÄÜC
2383-01-01, 00:00:00 UTC = 2849-02-35, 02:26:05 ÄÜC
2384-01-01, 00:00:00 UTC = 2850-02-03, 29:09:46 ÄÜC
2385-01-01, 00:00:00 UTC = 2851-01-21, 48:34:08 ÄÜC
2386-01-01, 00:00:00 UTC = 2852-00-39, 26:18:00 ÄÜC
2387-01-01, 00:00:00 UTC = 2853-00-08, 04:01:42 ÄÜC
2388-01-01, 00:00:00 UTC = 2853-06-25, 30:34:34 ÄÜC
2389-01-01, 00:00:00 UTC = 2854-05-44, 01:09:44 ÄÜC
2390-01-01, 00:00:00 UTC = 2855-05-12, 27:42:37 ÄÜC
2391-01-01, 00:00:00 UTC = 2856-04-30, 05:26:29 ÄÜC
2392-01-01, 00:00:00 UTC = 2857-03-47, 32:10:22 ÄÜC
2393-01-01, 00:00:00 UTC = 2858-03-17, 02:34:32 ÄÜC
2394-01-01, 00:00:00 UTC = 2859-02-34, 29:18:24 ÄÜC
2395-01-01, 00:00:00 UTC = 2860-02-03, 07:02:17 ÄÜC
2396-01-01, 00:00:00 UTC = 2861-01-20, 33:35:09 ÄÜC
2397-01-01, 00:00:00 UTC = 2862-00-39, 04:10:20 ÄÜC
2398-01-01, 00:00:00 UTC = 2863-00-07, 30:43:12 ÄÜC
2399-01-01, 00:00:00 UTC = 2863-06-25, 08:27:05 ÄÜC
2400-01-01, 00:00:00 UTC = 2864-05-42, 35:10:46 ÄÜC
2401-01-01, 00:00:00 UTC = 2865-05-12, 05:35:07 ÄÜC
2402-01-01, 00:00:00 UTC = 2866-04-29, 32:19:00 ÄÜC
2403-01-01, 00:00:00 UTC = 2867-03-47, 10:02:41 ÄÜC
2404-01-01, 00:00:00 UTC = 2868-03-15, 36:35:34 ÄÜC
2405-01-01, 00:00:00 UTC = 2869-02-34, 07:10:44 ÄÜC
2406-01-01, 00:00:00 UTC = 2870-02-02, 33:43:36 ÄÜC
2407-01-01, 00:00:00 UTC = 2871-01-20, 11:27:29 ÄÜC
2408-01-01, 00:00:00 UTC = 2872-00-37, 38:11:21 ÄÜC
2409-01-01, 00:00:00 UTC = 2873-00-07, 08:35:32 ÄÜC
2410-01-01, 00:00:00 UTC = 2873-06-24, 35:19:24 ÄÜC
2411-01-01, 00:00:00 UTC = 2874-05-42, 13:03:17 ÄÜC
2412-01-01, 00:00:00 UTC = 2875-05-10, 39:36:09 ÄÜC
2413-01-01, 00:00:00 UTC = 2876-04-29, 10:11:19 ÄÜC
2414-01-01, 00:00:00 UTC = 2877-03-46, 36:44:12 ÄÜC
2415-01-01, 00:00:00 UTC = 2878-03-15, 14:28:04 ÄÜC
2416-01-01, 00:00:00 UTC = 2879-02-32, 41:11:46 ÄÜC
2417-01-01, 00:00:00 UTC = 2880-02-02, 11:36:07 ÄÜC
2418-01-01, 00:00:00 UTC = 2881-01-19, 38:19:48 ÄÜC
2419-01-01, 00:00:00 UTC = 2882-00-37, 16:03:41 ÄÜC
2420-01-01, 00:00:00 UTC = 2883-00-05, 42:36:33 ÄÜC
2421-01-01, 00:00:00 UTC = 2883-06-24, 13:11:44 ÄÜC
2422-01-01, 00:00:00 UTC = 2884-05-41, 39:44:36 ÄÜC
2423-01-01, 00:00:00 UTC = 2885-05-10, 17:28:29 ÄÜC
2424-01-01, 00:00:00 UTC = 2886-04-27, 44:12:21 ÄÜC
2425-01-01, 00:00:00 UTC = 2887-03-46, 14:36:31 ÄÜC
2426-01-01, 00:00:00 UTC = 2888-03-14, 41:20:24 ÄÜC
